City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
"Pyramisa Beach Resort Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Pyramisa Beach Resort Sahl Hasheesh,Katie,United Kingdom,5 nights · ,January 2025,Couple,Superior Sea View,Reviewed: 19 January 2025,"The bedroom was amazing and clean 1303! 
The buffet was the best part, amazing! 
The big pool is freezing but nice sometimes especially with the island bar and the swings, plus has an extra heated pool behind which was needed.
The beach is lovely and hotel is and looks great. Noor on reception was great and helped us at check out!","You get pestered every 5-10 minutes about booking spa or health clinic or scuba or safari, we just wanted to relax. 
The spa facilities just hot tub or sauna are extra price which i was upset about.
The shisha in the Egyptian tent was $50 dollars, very very very extensive price crazy!"
"Pyramisa Beach Resort Sahl Hasheesh (Resort), Hurghada (Egypt) deals",Pyramisa Beach Resort Sahl Hasheesh,Barkaat,United Kingdom,15 nights · ,January 2025,Family,Superior Pool or Side Sea View,Reviewed: 13 January 2025,"Resort was all inclusive and staff in the whole were friendly, went extra mile with young infant",Although large selection of food very little I actually liked..limited british cuisine. Lived off chips burgers and pasta.
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Hassan,Finland,9 nights · ,November 2022,Family,Deluxe Pool View Room,Reviewed: 30 November 2022,Everything was as great as it looked in the pictures. The staff were friendly and check-in went as smooth as possible. Mr. Abanoub was very professional. The food was excellent and so were the pools. Beautiful sea views and would definitely recommend and come back.,Nothing
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Mickael,Egypt,8 nights · ,February 2025,Family,Superior Sea View Room,Reviewed: 9 February 2025,"It was a great , the staff and the director were very nice and, I recommend it to anyone",No Negative Feedback
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Nigelfernandes,India,2 nights · ,February 2025,Family,Deluxe Mountain View Room,Reviewed: 9 February 2025,"We had a great time at Bellagio. The place is spectacular and well maintained, the staff is excellent. Mr. Omar got in touch with me before hand and ensured we had everything we needed from airport transfers to even upgrading our room and helping with the restaurant bookings. The place is incredible with great views of the red sea, a lot of activities, multiple swimming pools, cultural shows and a nice spa. We wished we were here longer, the food and drinks quality was excellent.",Everything was perfect
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Terrence,United Kingdom,5 nights · ,February 2025,Solo traveller,Deluxe Sea View Room,Reviewed: 8 February 2025,"Omar did a great job looking after me.
Found trips and smoothed the travel process.
Would come to Bellagio again
Thank you",No Negative Feedback
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Jacqueline,United Kingdom,7 nights · ,February 2025,Family,Deluxe Pool View Room,Reviewed: 4 February 2025,"Staff, service and facilities were amazing.
Fantastic choice of food.
Omar made us feel very welcome and attended to us if we needed him.","Everything was first class.
No complaints"
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Steffen,Germany,4 nights · ,February 2025,Family,Deluxe Mountain View Room,Reviewed: 4 February 2025,Rooms were big and comfortable.,Omar from receiption helped us to arrange everything
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Kenan,Norway,2 nights · ,February 2025,Group,Deluxe Pool View Room,Reviewed: 3 February 2025,Very good value for money. Sets a new standard for «all-inclusive»,"Nothing in particular, although it should be said that some of the alcoholic drinks weren’t of the best quality."
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Pamela_wallace,United Kingdom,7 nights · ,February 2025,Couple,Superior Sea View Room,Reviewed: 1 February 2025,"Fantastic staff couldn't do enough for you. Hotel was fantastic room beautiful view. Right on the beach ⛱️ Omar the operations manager was so helpful anything we asked he was happy to do for us couldn't have been more helpful and friendly. Mahmoud who looked after us on the beach was so friendly he looked after us well. All the guys who worked in the restaurants were friendly and very helpful. Food was excellent and such a variety, so many different places to eat!We will definitely come back to the Bellagio Resort and Spa again",Nothing
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Coxy,United Kingdom,28 nights · ,February 2025,Family,Deluxe Pool View Room,Reviewed: 1 February 2025,"This was third year coming hear for 4 week winter sun. In that time each year the staff and management have tried to improve all aspects.
Staff are always gentle, attentive and try to please.
Food is a good standard. Breakfast is excellent. Lunch and dinner good. Choices vary through the week but obviously same the next week. Serving staff all try to please although we help ourselves they insist on getting drinks etc.
The bar staff especially Amr and Asam. All good natured and like to help in any way.
Pool is very good with stretching, aquafit and dance sessions all good.
We hope to return again next year.","Animation team good during day but at night during shows they need to be a little discreet until after show.
Advise people just to take care when floors being cleans as mostly marble can be very slippery.
Some building work next door was only small disturbance during the day but no fault of hotel."
"Bellagio Beach Resort & Spa (Resort), Hurghada (Egypt) deals",Bellagio Beach Resort & Spa,Andrii,Ukraine,7 nights · ,February 2025,Solo traveller,Deluxe Pool View Room,Reviewed: 1 February 2025,This is a great place to! Highly recommend!,Everything was amazing!
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Alexander,Germany,1 night · ,November 2024,Couple,Deluxe Double or Twin Room with Mountain View,Reviewed: 20 November 2024,"Very good value for money, nice breakfast choices and spacious, clean and modern rooms",No Negative Feedback
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Mels,Greece,1 night · ,February 2025,Couple,Deluxe Double or Twin Room with Sea View,Reviewed: 8 February 2025,"The location is great, and being able to go to the hotel's private beach after a nice breakfast is amazing. The staff is friendly, and overall the facilities are good. There is plenty of space to park your car in front of the hotel, and it's easy to find.","There is no WiFi in the rooms, and the WiFi at the reception is very bad. The water in the shower can get extremely hot due to a lack of cold water pressure."
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Saadmaan,Finland,3 nights · ,February 2025,Couple,Deluxe Double or Twin Room with Sea View,Reviewed: 2 February 2025,"Pros:
Sea View
Some of the staff (beach/restaurants)","Cons:
Cleaning staff and bellboys are horrible.
No wifi in rooms"
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Christin,United Arab Emirates,2 nights · ,February 2025,Couple,Deluxe Double or Twin Room with Sea View,Reviewed: 1 February 2025,Room and the beach was so nice.,The bed was bit uncomfortable. The restaurant service needs improvement.
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Achuthan,India,2 nights · ,December 2024,Family,Deluxe Double or Twin Room with Sea View,Reviewed: 31 January 2025,Next to the beach. Very relaxing and rooms were overlooking beach. Wished we could have stayed more. Breakfast was good with multiple options.,Nothing specific.
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Eva,Germany,1 night · ,January 2025,Family,Deluxe Double or Twin Room with Mountain View,Reviewed: 24 January 2025,"Beach and nice breakfast, thank you",No Negative Feedback
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Oscar,Spain,3 nights · ,December 2024,Group,Deluxe Double or Twin Room with Sea View,Reviewed: 15 January 2025,"Lovely hotel with amazing view on the seaside. The staff was professional and attentive, providing exceptional customer service throughout our stay. Truly recommended!",Room cleanliness might be improved.
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Aytaç,Turkey,4 nights · ,January 2025,Family,Deluxe Double or Twin Room with Mountain View,Reviewed: 12 January 2025,Breakfast was great and staff made me feel welcome and went above and beyond to ensure my stay was comfortable. Rooms are clean and they give shampoos and soaps for free. Beach and restaurant also nice and prices in restaurant very affordable.,Breakfast could be more optional. Beds are not comfortable because of the mattress springs.
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Janika,Estonia,2 nights · ,January 2025,Family,Deluxe Double or Twin Room with Sea View,Reviewed: 12 January 2025,Beachi and room,No Negative Feedback
"Shellghada Blue Beach (Hotel), Hurghada (Egypt) deals",Shellghada Blue Beach,Renan,Spain,3 nights · ,January 2025,Family,Deluxe Double or Twin Room with Mountain View,Reviewed: 7 January 2025,"The room and the beach is great, location also great!","Sexual harassment to my wife by one of the cleaners, no Wi-Fi and take too long to replenish products when asked (e.g Toilet Paper)"
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Sudeep,India,1 night · ,December 2023,Couple,Deluxe Double Room with Sea View,Reviewed: 26 December 2023,Very comfortable stay. Great hospitality. Restaraunt accommodated our needs as vegetarians. Omar the waiter was exceptional.,No Negative Feedback
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Maria,Denmark,1 night · ,January 2025,Couple,Superior Double Room,Reviewed: 8 February 2025,"Is very comfortable, clean with nice staff","The location is bad, faraway from the beach"
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Amal,Egypt,4 nights · ,February 2025,Couple,Deluxe Double Room with Sea View,Reviewed: 5 February 2025,Very friendly staff... made our stay enjoyable.,No Negative Feedback
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Janine,United Kingdom,2 nights · ,January 2025,Couple,Deluxe Double Room with Sea View,Reviewed: 2 February 2025,"I loved the resort, but mainly the beach. Really relaxing with great service.","No hairdryer available was very annoying as they advertise this, but it's to demand. There were none available."
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Yousri,Egypt,1 night · ,January 2025,Couple,Economy Double Room,Reviewed: 28 January 2025,Clean and good design and good pool,Need some maintenance and the beach is very basic
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Kafui,United Kingdom,1 night · ,January 2025,Couple,Junior Suite,Reviewed: 27 January 2025,This hotel was very good and very clean with a great view.The facility was very nice and their beach spot was very nice aswell with a car that can take you 3 mins to it.,The chair on the balcony was broken and none of the TV’s worked in the junior suite. The WiFi did not work for me for more than 30 seconds but my partners worked fine.
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Alina,Egypt,3 nights · ,January 2025,Couple,Deluxe Double Room with Sea View,Reviewed: 27 January 2025,"-Excellent value for money 
-Good food
-Courteous employees",-Bed sheets & towels were stained
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Mohamed,Egypt,3 nights · ,January 2025,Family,Deluxe Double Room with Sea View,Reviewed: 26 January 2025,"perfect place to relax , the room was very clean , wide and the view was great , staff in hotel and on the beach were helpful , welcoming and smilling , the breakfast was simple and tastes good .","no activities at night , the beach is 2km away from hotel , the hotel offer free car to go to beach till 5 pm , dinner was so so bad , the taste of food is awful and oily , coleslaw and omali were rotten , worst seafood taste we got stomach pain , i dont recommend reserve your stay with dinner at all , just breakfast"
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Mona,Egypt,3 nights · ,December 2024,Group,Deluxe Double Room with Sea View,Reviewed: 25 January 2025,The tranquility and peace of the place and the spectacular view.,"Cleanliness can be much better, especially the bathroom, the rugs and the countertops . Rooms lack maintenance especially, the bathroom doors."
"Zen Resort Sahl Hasheesh by TBH Hotels (Resort), Hurghada (Egypt) deals",Zen Resort Sahl Hasheesh by TBH Hotels,Carol,United Kingdom,5 nights · ,January 2025,Family,Superior Double Room,Reviewed: 14 January 2025,Beautifully situated easy access to facilities,Nothing
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Nikolaos,Greece,2 nights · ,January 2025,Couple,Junior Suite Twin,Reviewed: 19 January 2025,Everything was amazing! Staff are the highlight of the stay and the location of course. The Casa Cook app is a very nice touch,Everything was amazing!
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Gaowei,Austria,1 night · ,January 2025,Couple,Deluxe Room,Reviewed: 8 February 2025,It was a very nice experience. And they were so sweet to prepare a birthday cake for me.,nothing
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Ingy,United Arab Emirates,9 nights · ,December 2024,Couple,Junior Suite Twin,Reviewed: 8 February 2025,"Great facility. Excellent staff. So friendly clean convenient. Definitely, going back to Casa Cook and Gouna",Beautiful clean and spacious
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Bertram,Belgium,7 nights · ,January 2025,Couple,Deluxe Sea View,Reviewed: 12 January 2025,"We stayed here for 7 nights to escape the Belgian winter and soak up some sun! El Gouna offers plenty of activities (golf, tennis, padel, karting, snorkling) but the large pool at the hotel is so inviting we basically chilled there every day with the occasional kitesurfing and volleybal session - there's a volleybal court and Duotone kite center on site. The staff is super nice, fun and engaging - we knew them by name after two days. There's magazines, chess, checkers and backgammon boards at the pool and a guy handing out shishas. The crowd is quite young, mostly 30/35 year old couples. The food is the best we've had in Egypt. The spa is also great, has its own pool, sauna and steam room. Highly recommend, will be back!","Honestly can't think of many negative points... The Duotone center is expensive they charge 150 euro for one day of rental but it goes down as you book more days. Great service though, they pump your kite, set the lines and help launching. The hotel was built in 2019 so some aspects of the interior might use a little repainting or renovation but don't think most people would notice."
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Sietske,Netherlands,5 nights · ,January 2025,Couple,Junior Suite King,Reviewed: 10 January 2025,"Very secluded - away from all the other hotels. The rooms are very large and comfortable. We had our own terrace and pool. The food is very good, staff is extremely friendly and we enjoyed the yoga and spa.",-
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Clelia,United States,3 nights · ,January 2025,Group,Deluxe Room,Reviewed: 7 January 2025,"Very modern design and beachfront location, very quiet and relaxing ambience by the two pools.","The food choices were relatively limited, relatively pricey, and food quality was so-so."
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Yasmeen,Saudi Arabia,3 nights · ,November 2024,Group,Two Bedroom Villa Sea View,Reviewed: 4 January 2025,"We stayed for a friends wedding, and the staff, venue, and overall energy was absolutely lovely. Highly recommend. We’ll be back for sure.",No Negative Feedback
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Sabrina,Luxembourg,5 nights · ,December 2024,Solo traveller,Deluxe Sea View,Reviewed: 21 December 2024,"I love this place and I always come back. 
The stuff is wonderful. Everybody is polite and they’re all professional. I would like to mention some names… but the list would be too long. 
I hope they will continue like that. 
See you next year :)",No Negative Feedback
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Neonbird05,Ukraine,3 nights · ,December 2024,Couple,Deluxe Room,Reviewed: 20 December 2024,"Very calm and quiet hotel, breakfasts were amazing. Music at the pool was good, staff was exceptional!","The Brita water that was served everywhere, it has weird salty taste. We had to buy bottled water from the supermarket to drink."
"Casa Cook El Gouna - Adults Only (Resort), Hurghada (Egypt) deals",Casa Cook El Gouna - Adults Only,Nada,Lebanon,2 nights · ,November 2024,Group,Two Bedroom Villa Sea View,Reviewed: 16 December 2024,Attention to detail,The food could be improved
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Mark,United Kingdom,21 nights · ,December 2024,Couple,Premium King View,Reviewed: 18 December 2024,Superb hotel in an excellent location with amazing friendly professional staff,The duvets on the beds are slightly heavy for such a warm climate
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Khaled,Egypt,3 nights · ,January 2025,Family,Junior Suite Twin,Reviewed: 9 February 2025,"- Exceptional location near the downtown.
- Excellent breakfast. 
- Exceptional lagoon views.
- Very professional staff starting from Madonna the reception officer, Mr. Mohamed restaurant officer, Mousa the waiter, and Chef Hassan.
- Comfortable rooms.","1- The dinner open buffet is customized for the main dish to be like a set-menu setting which makes the dinner variety too limited and subject to the dish type not the guest preference.
2- No direct beach access."
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Hesham,Kuwait,4 nights · ,January 2025,Couple,Junior Suite King,Reviewed: 29 January 2025,"A very welcoming staff especially maddona at the front desk
Amazing place if you aim for relaxing
The breakfast is v good 
Beautiful scenery around the facility 
We love it so much",No Negative Feedback
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Farid,Egypt,4 nights · ,January 2025,Couple,Deluxe King Room,Reviewed: 28 January 2025,"The top hotel in Gouna!
Enjoy a relaxing time with amazing views all around 
the hotel is clean and all the staff are friendly
they upgrade my room for free
the food is high quality with many varieties 
the room is always clean and the service is available all the time
will back again
free entry to sauna and jacuzzi club",nothing!
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Somaya,Egypt,3 nights · ,January 2025,Group,Premium King View,Reviewed: 26 January 2025,The staff was amazing,There is no kids club
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Mundher,United States,3 nights · ,January 2025,Couple,Premium King View,Reviewed: 14 January 2025,Every thing was amazing,No Negative Feedback
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Natalie,Egypt,3 nights · ,January 2025,Family,Junior Suite Twin,Reviewed: 13 January 2025,"The room is perfect together with the views, also the services was very good, the sauna and gym too",The buffet was nice but most of the food was overcooked
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Sherif,Egypt,3 nights · ,January 2025,Family,Steigenberger Suite,Reviewed: 12 January 2025,Everything specially the staff,Nothing
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Dina,Egypt,4 nights · ,January 2025,Couple,Premium King View,Reviewed: 5 January 2025,"The room facilities 
Breakfast area 
The cuisine view","Rooms are too dark .. especially at night 
Closet as well and the black shelves made it more dark 
Couldn’t see my stuff or use the mirror when dressing up"
"Steigenberger Golf Resort El Gouna (Resort), Hurghada (Egypt) deals",Steigenberger Golf Resort El Gouna,Shereen,Egypt,2 nights · ,January 2025,Couple,Deluxe Twin Room,Reviewed: 4 January 2025,"its so clean and i like the technology in the rooms so much , i like the spa also","food variety
the room service didnt arranged the clothes as expected"
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Aly,Egypt,3 nights · ,April 2023,Family,Two Bedroom Apartment,Reviewed: 30 April 2023,everything was perfect and all our issues were solved immediately,nothing
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Haitham,Egypt,2 nights · ,January 2025,Couple,Deluxe Room,Reviewed: 27 January 2025,Lovely staff and clean facilities,Very far from the beach and the bus for the beach starts 8 am and not before
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Fady,Egypt,2 nights · ,January 2025,Couple,Deluxe Room,Reviewed: 22 January 2025,Hotel stuff is very helpful and welcoming.. The place is peaceful and relaxing... Hotel facilities is well maintained.. The room was spacious and comfortable.. Food was good.. They have a bike rental option which is amazing.. We enjoyed cycling around marvelous sites of Gouna.,No Negative Feedback
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Ahmed,Saudi Arabia,4 nights · ,January 2025,Family,Two Bedroom Apartment,Reviewed: 6 January 2025,Very spacious area for our family,Run down and was a little bit separated from the rest of el Gouna
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Sherif,Egypt,3 nights · ,January 2025,Family,Deluxe Room,Reviewed: 2 January 2025,"All the breakfast was good , the falafel needs to be a bit smooshy and fluffy not very bumpy and hard , the foul also need to have more water and to be properly smashed",The pool not properly heated
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Korayem,United Arab Emirates,4 nights · ,December 2024,Family,Two Bedroom Apartment,Reviewed: 31 December 2024,Villa size and view,Location
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Nahla,Egypt,2 nights · ,December 2024,Couple,Deluxe Room,Reviewed: 16 December 2024,"The great reception of Ambassador Ahmed Mahmoud was a first impressive entry to the hotel and his continuous follow up on our needs and his courtesy added to the pleasant experience we had.
We express our thanks and appreciation to Ambassador Ahmed and his team for such great service.",No Negative Feedback
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,M,United Arab Emirates,2 nights · ,November 2024,Family,Ancient Sands Suite,Reviewed: 1 December 2024,"friendly staff,nice location",No Negative Feedback
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Dima,Kuwait,3 nights · ,October 2024,Group,Ancient Sands Suite,Reviewed: 22 October 2024,"location, food, over all atmosphere , safety",No Negative Feedback
"Ancient Sands Golf Resort and Residences (Resort), Hurghada (Egypt) deals",Ancient Sands Golf Resort and Residences,Vanessa,United Kingdom,4 nights · ,September 2024,Couple,Deluxe Room,Reviewed: 10 September 2024,Our stay was made great but the friendly and extremely hospitable staff. The reception team were the very best and we felt like special guests. We were so well looked after in every respect and we can not praise them highly enough.,There were some small flies by the poolside (they did not bite but were slightly unpleasant).
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Mahmut,Turkey,2 nights · ,January 2025,Family,Standard Double Room,Reviewed: 23 January 2025,There are a lot of pools and aquaparks. Restaurants are pretty clean and foods are good.,Check in took too much time
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Oykul,Turkey,5 nights · ,February 2025,Group,Standard Double Room,Reviewed: 8 February 2025,We like all pools specially heated pools. There are a lot of Restaurants. It is impossible to stay hungry. Everywhere is clean. All staff are very attentive and everyone helps you without you even asking. I would like to thank Muhammet Gamal from the reception for his interest.,No Negative Feedback
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Esraa,United States,2 nights · ,February 2025,Family,Family Room (4 Adults),Reviewed: 6 February 2025,The staff and food was amazing,Over priced for being in the winter
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Doha,Egypt,3 nights · ,February 2025,Family,Special Offer - Standard Triple Room - Egyptians and Residents Only,Reviewed: 6 February 2025,I really appreciated the kindness and the hospitality of Mr. mohamed nabil . He is one of the reasons that will make me and my family choose this hotel again for our next vacation many thanks to him .,No Negative Feedback
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Doha,Egypt,1 night · ,February 2025,Family,Special Offer - Standard Triple Room - Egyptians and Residents Only,Reviewed: 6 February 2025,I would like to thank mr.mohamed nabil for making our vacation wonderful he was so helpful and friendly. I personally recommend this hotel for future vacations,No Negative Feedback
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Mohamed,Malta,5 nights · ,February 2025,Family,Special Offer - Standard Triple Room - Egyptians and Residents Only,Reviewed: 6 February 2025,Great place great gym and nice food,Need more varieties of the dessert
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Mustapha,Tunisia,6 nights · ,January 2025,Family,Standard Double Room,Reviewed: 3 February 2025,"Clean. 
you have pretty much anything you need
Staff really respectful. Namely Karim at the bar, Khaled who’s cleaning the rooms to perfection, the Animation team Ali, also the staff at reception Mohamed and Taha. 
Variety of swimming pools
Kids will never get bored.
Location is perfect and easy to get a taxi in 2 minutes time.",Nothing to complain about
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Mesut,Turkey,5 nights · ,February 2025,Family,Standard Double Room,Reviewed: 2 February 2025,"aqua, cleaning and everthing is good",No Negative Feedback
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Tamer,Egypt,3 nights · ,February 2025,Family,Special Offer - Standard Triple Room - Egyptians and Residents Only,Reviewed: 2 February 2025,"Everything was nice, very friendly staff specially Mr.Taha from the reception.
Nice food
Aqua was nice for the kids",Nothing
Pickalbatros Aqua Park Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Park Resort - Hurghada,Fouad,Tunisia,3 nights · ,January 2025,Family,Standard Double Room,Reviewed: 1 February 2025,Staff help and welcome,"Clean especially open kitchens need more organizing and clean 
They serve many people at the same time so they have to have a clear process when they throw out and not serve clients"
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Mahmoud,Hungary,6 nights · ,July 2024,Family,Deluxe Room,Reviewed: 4 July 2024,"We liked everything. The children's aqua park is really fun. The beach and the sea is clean and calm. The food was very good, especially the Oriental restaurant. The room was clean and spacious.
I want to point out the check-in experience, which was very convenient, fast and well-organized.",No Negative Feedback
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Melisa,Switzerland,3 nights · ,February 2025,Couple,Deluxe Room,Reviewed: 9 February 2025,"We had very little expectations, but were very positively surprised by the hotel. Great food, great beach. We also ended up being upgraded and got a beautiful sea view.",No Negative Feedback
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Girish,United Kingdom,4 nights · ,February 2025,Couple,Deluxe Room with Side Sea View,Reviewed: 7 February 2025,"Amazing swimming pools, Spacious room and bathroom. Very nice lounge bar. Very good choice of foods. Staff very friendly. Fun activities for small children. Lots of sunbeds, loungers by the pools.","Very limited choice of Alcoholic drinks- one red wine, one white wine and one beer (all very average quality) but they did have usual spirits and juices. Our room was in the south west building (room balcony facing North East) so never got any sunlight!
Resort is also very big so feels less cozy (like massive swimming pools with apartment buildings on opposite sides). During our stay maintenance work was going on like painting in our corridors and lobby areas with resultant paint dust!
Evening entertainment average! Bookable “Wow restaurant” not worth it for vegetarians as only one set menu everyday! Overall just felt like a conveyor belt of tourists coming and going."
