City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review,Negative Review Translated,sentiment classification
Luxor,Full Moon House,Warren,Australia,3 nights   ,January 2025,Couple,One-Bedroom Suite,Reviewed: 4 February 2025,location great property nile several good restaurants egyptian food within minutes walk minutes walk public ferry karnak tempel complex minutes walk across river real bonus could use washing machine property staff friendly helpful,owner property arrived around pm despite knowing approximate arrival time called arrived minutes later quite worried due time day foreign country issue property,"The owner wasn’t at the property when we arrived around 10pm, despite knowing our approximate arrival time. We called him, and he arrived about 15 minutes later. We were quite worried due to the time of day in a foreign country, but that was the only issue we had with the property.",-1
Luxor,Full Moon House,Richie,Australia,4 nights   ,January 2025,Solo traveller,Penthouse Apartment,Reviewed: 30 January 2025,hassles nice staff great location,complaints,No complaints at all,-1
Luxor,Full Moon House,Kristina,United Kingdom,3 nights   ,January 2025,Family,Penthouse Apartment,Reviewed: 21 January 2025,great apartment amazing nile view,negative feedback,No Negative Feedback,1
Luxor,Full Moon House,Michał,Poland,2 nights   ,January 2025,Group,Two-Bedroom Apartment,Reviewed: 19 January 2025,everything,0,-,1
Luxor,Full Moon House,Piet,Netherlands,3 nights   ,January 2025,Family,Two-Bedroom Apartment,Reviewed: 12 January 2025,de location views amazing,negative feedback,No Negative Feedback,1
Luxor,Full Moon House,Sophie,United Kingdom,1 night   ,January 2025,Solo traveller,One-Bedroom Suite,Reviewed: 8 January 2025,mustafa mahmoud amazing kind sorting everything needed making stay comfortable really recommend staying,negative feedback,No Negative Feedback,1
Luxor,Full Moon House,Raysan,India,2 nights   ,January 2025,Couple,Apartment with Mountain View,Reviewed: 5 January 2025,liked easy check process host ready help everything spacious rooms clean bathroom overall wonderful place spend time beside nile river,negative feedback,No Negative Feedback,1
Luxor,Full Moon House,Mangala,United States,3 nights   ,December 2024,Family,Two-Bedroom Apartment,Reviewed: 5 January 2025,spacious right west bank nile easy walking distance catch ferry east side breakfast pretty decent host family friendly accommodating bedrooms large living room kitchen large bathroom,negative feedback,No Negative Feedback,1
Luxor,LUXOR Nile Apartments,Nathan,Australia,4 nights   ,November 2023,Solo traveller,Apartment - Ground Floor,Reviewed: 23 November 2023,islam made stay extremely enjoyable accomodation secure gated property extremely spacious especially compared accomodation similar prices aswan cairo,sink shower leaks bottom used,Sink and shower leaks at the bottom when used,-1
Luxor,LUXOR Nile Apartments,Adre,United Kingdom,1 night   ,February 2025,Couple,One-Bedroom Apartment,Reviewed: 6 February 2025,lovely location west bank stunning views nile accommodation clean spacious staff friendly hosts islaam abdul great,great,All great,-1
Luxor,LUXOR Nile Apartments,Adre,United Kingdom,1 night   ,February 2025,Couple,Apartment - Ground Floor,Reviewed: 6 February 2025,lovely location west bank stunning views nile accommodation clean spacious staff friendly hosts islaam abdul great,applicable,Not applicable,-1
Luxor,LUXOR Nile Apartments,Heiwon,South Korea,2 nights   ,January 2025,Couple,Apartment with Balcony,Reviewed: 29 January 2025,amazing attentive service islam quick respond requests surprised fast view balcony lovely see nile directly,minor thing bathroom shower shower curtains wipe floor get bit wet slippery door rooms bit hard close open made creaky sounds,Minor thing but the bathroom shower does not have shower curtains so have to wipe the floor but it can get a bit wet and slippery and the door of the rooms were a bit hard to close and open / made creaky sounds,-1
Luxor,LUXOR Nile Apartments,Kevin,Mauritius,4 nights   ,December 2024,Couple,Apartment with Balcony,Reviewed: 22 January 2025,islam host absolute legend super friendly always present needed even gave us heater cold night egypt general wonderful country,negative feedback,No Negative Feedback,1
Luxor,LUXOR Nile Apartments,Monika,United States,2 nights   ,December 2024,Couple,Deluxe Apartment,Reviewed: 17 January 2025,room amazing balcony overlooking nile everything walking distance everything ferry right stairs go across nile,negative feedback,No Negative Feedback,1
Luxor,LUXOR Nile Apartments,Omar,Morocco,1 night   ,January 2025,Couple,Apartment - Ground Floor,Reviewed: 16 January 2025,place amazing right western part nile amazing view luxor temple guys working amazing really friendly helpful organised hot air balloon trip really good price place clean cozy would recommend place,negative feedback,No Negative Feedback,1
Luxor,LUXOR Nile Apartments,Rachid,South Korea,1 night   ,January 2025,Couple,One-Bedroom Apartment,Reviewed: 12 January 2025,amazing stay great views nile recently stayed hotel incredible experience room spacious spotlessly clean comfortable location quiet area perfect relaxation situated right front nile view small boats river beautiful option take direct boat cross side nile convenient fast staff exceptional friendly always ready assist anything needed communication excellent genuinely made us feel home highly recommend hotel anyone visiting area,negative feedback,No Negative Feedback,1
Luxor,LUXOR Nile Apartments,Edoardo,Italy,3 nights   ,January 2025,Group,Apartment with Balcony,Reviewed: 11 January 2025,islam excellent manager structure welcomed us middle night plane arrived late followed us advised us activities wanted undertake kind host well abdul boy prepares breakfasts excellent cook stay structure really worth,negative feedback,No Negative Feedback,1
Luxor,LUXOR Nile Apartments,Muhammad,Switzerland,2 nights   ,December 2024,Group,Apartment - Ground Floor,Reviewed: 5 January 2025,staff fantastic islam great person made us feel like part family abdul fantastic chef best breakfast ever overall place made stay great hospitality islam abdul,showers toilets refurbished overall good value money,"Showers and toilets can be refurbished, overall very good value for money.",-1
Luxor,Malkata House Boutique hotel restaurant,Radman2023,South Africa,1 night   ,December 2024,Family,Two-Bedroom Apartment,Reviewed: 19 December 2024,everything gem pictures online justice boutique establishment tours arranged establishment brilliant special mention hamti english guide amazing knowledgeable aspects affable nature patient group,nothing,Nothing,1
Luxor,Malkata House Boutique hotel restaurant,Chun,Malaysia,2 nights   ,February 2025,Family,Suite with Garden View,Reviewed: 4 February 2025,facilities new room clean spacious enough family person charge mr ahmed friendly helpful whatever requests,hired car driver got difficulty look hotel location,hired car driver got difficulty to look for the hotel location.,-1
Luxor,Malkata House Boutique hotel restaurant,Eva,Ireland,2 nights   ,February 2025,Group,Suite with Garden View,Reviewed: 3 February 2025,caring staff ahmed host kind attentive cares guests everyone else working kind enough help food restaurant phenomenal uses fresh produce garden chef fantastic beautiful hotel great views lovely quaint town,loved everything,I loved everything,-1
Luxor,Malkata House Boutique hotel restaurant,Holcomb,United States,7 nights   ,January 2025,Couple,Suite with Garden View,Reviewed: 1 February 2025,everything malkata house exceptional setting beautiful architecture artwork large luxurious room amazing egyptian food prepared chef hassan staff attentive gracious house manager ahmed arranged exceptional driver guide mohamed omar assist us throughout stay mohamed omar spoke excellent english knew luxor area intimately went beyond helpful us every possible way end week considered good friend,malkata house lovely rural setting evening farmers dogs shared stories barking night found earplugs helpful,"Malkata House is in a lovely rural setting, but each evening the farmers' dogs shared stories by barking into the night. We found earplugs to be most helpful.",-1
Luxor,Malkata House Boutique hotel restaurant,Brenda,Netherlands,5 nights   ,January 2025,Family,Suite with Garden View,Reviewed: 31 January 2025,great place excellent service best restaurant luxor,negative feedback,No Negative Feedback,1
Luxor,Malkata House Boutique hotel restaurant,Landen,United States,3 nights   ,January 2025,Group,Deluxe Villa,Reviewed: 30 January 2025,gorgeous views awesome pool super clean facilities helpful staff egypt ahmed front desk best business extremely quick respond requests helped us book taxis balloon rides meals etc even bent backwards get crib baby sourcing one across town putting together restaurant best food egypt chef hassan incredible man loves worth staying food alone breakfast included spent evenings watching sunset spectacular rooftop terrace far town easy get town great markets restaurants within walking distance got best place luxor,water heaters big enough villa rooms first people shower would get hot water,The water heaters are not big enough for the villa rooms. Only the first 2 people to shower would get hot water.,-1
Luxor,Malkata House Boutique hotel restaurant,Tamla,New Zealand,2 nights   ,January 2025,Group,Suite with Garden View,Reviewed: 29 January 2025,beautiful hotel rooftop lovely watch hot air balloons sunrise food tasty chef accommodating,cost dinner abit expensive us pp times normal tourist price convenient much around amount food served way much made uncomfortable might justifying price would great pool heated,"The cost of dinner was abit expensive at $15us pp (which is 3 times the normal tourist price) but convenient as there isn’t much around. The amount of food that was served was way too much, it made me uncomfortable but this might have been justifying the price. 
Would be great if the pool was heated",-1
Luxor,Malkata House Boutique hotel restaurant,Zoufi,France,1 night   ,January 2025,Couple,Suite with Garden View,Reviewed: 27 January 2025,looking beautiful unique place luxor nice pool spacious rooms breathtaking views also managed attend hot air balloon landings sunrise ahmed great help awesome welcome helped us book shuttles coming leaving luxor always around made stay super comfortable restaurant staff also super nice delicious food warm welcome want calm resting stay close iconic spots visit malkata right place,amazing,All was amazing!,-1
Luxor,Malkata House Boutique hotel restaurant,Natale,Italy,1 night   ,December 2024,Couple,Suite with Garden View,Reviewed: 26 January 2025,property charming new great value money wonderful views rooftop staff helpful professional,heating system hot water capacity level rest accommodation came december rare cold period appreciate maybe weeks per year really need better winter setting standard highly would nice experience cold water rely small portable electric radiator heat big suite,"The heating system and the hot water capacity is not at the same level as the rest of the accommodation.
We came in December and it was a very rare cold period, I appreciate that maybe 50 weeks per year you will not really need a better ""winter setting"" but being the standard very highly would be nice don't experience cold water or rely on a small portable electric radiator to heat up a big suite.",-1
Luxor,Malkata House Boutique hotel restaurant,Richard,United Arab Emirates,3 nights   ,December 2024,Family,Suite with Mountain View,Reviewed: 25 January 2025,egyptian cuisine prepared chef team wonderful delicious comforting host also friendly helpful hotel location west bank nile also really interesting close valley queens short walk temple amon medinet habou colossi memnon also easy get taxi get public ferry across nile luxor museum miss,hotel fault noise stray dogs interrupted sleep first night stay hotel promptly addressed issue,Not the hotel's fault but the noise from stray dogs interrupted our sleep on the first night of our stay but the hotel promptly addressed the issue.,-1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Heqing,China,3 nights   ,December 2024,Family,Double Room,Reviewed: 28 December 2024,good food amazing service convenient dock locations close temples along nile river feeling home,negative feedback,No Negative Feedback,1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Scott,United States,7 nights   ,August 2024,Couple,Standard Twin Cabin,Reviewed: 21 August 2024,moved steigenberger regency nice,meals buffet repeated lot dishes,All the meals were buffet and repeated a lot of the same dishes,-1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Jai,United Kingdom,3 nights   ,June 2024,Couple,Standard Twin Cabin,Reviewed: 21 August 2024,best food egypt clean modern inside staff great small pool stairs cooling,pool could bigger need tours priced get boat steps get horse back temples etc pay entry drinks expensive much night people bar drinking etc,"pool could be bigger, no need to do tours they are very over priced you can just get off the boat yourself on the steps and get a horse back to temples etc and pay a few $$ entry, drinks expensive, not much to do at night, no people in bar drinking etc,",-1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Peng,Taiwan,3 nights   ,July 2024,Group,Standard Twin Cabin,Reviewed: 7 July 2024,friendly staff amazing surprises housekeepers delicious food,check,Had to check out 🤣🤣🤣,-1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Swinford,United States,3 nights   ,March 2024,Couple,Standard Twin Cabin,Reviewed: 17 March 2024,ship steigenberger regency clean staff friendly attentive excursions facilitated property good value interest,mattresses hard,The mattresses were very hard,-1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Ugur,Turkey,4 nights   ,January 2024,Couple,Standard Single Cabin,Reviewed: 27 February 2024,ships interior nice rooms good size comfortable clean open buffer food delicious,negative feedback,No Negative Feedback,1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Noelia,Ireland,3 nights   ,February 2024,Couple,Standard Twin Cabin,Reviewed: 24 February 2024,cruise truly magic amazing really enjoyed stay nights beautiful views cabin top open air deck specially docked aswan cruising nile ship well kept see take good care every single day accommodation clean spacious nicely decorated food delicious staff say highlight without doubt staff waiters chefs managers could helpful attentive enchanting thank much everyone making stay special loved,nothing everything amazing,Nothing. Everything was amazing!,-1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Hassan,Iraq,3 nights   ,December 2023,Family,Standard Twin Cabin,Reviewed: 10 December 2023,staff kindly welcomedthe staff friendly smile never leaves faces high professionalism excellent cleanliness precise time commitment restaurant diverse food delicious highly recommend choosing cruise,nothing,Nothing!,1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Daniella,Egypt,4 nights   ,August 2022,Family,Standard Single Cabin,Reviewed: 5 August 2022,staff made trip nasr waiter cleaning staff bar staff restaurant staff housekeeping staff made food great ate way much ahmed abm found driving back luxor made lunch boxes surprise take us loved trip rooms spacious clean beds comfy couldnt anything else,itinerary really early show party board none guests attended spoilt phone number booking com one answered ever called answering messages hit miss well,"The itinerary, shouldn't of really had an early show when there was a party on board, none of the guests attended and spoilt it.
Phone number on booking.com, no one answered it when ever I called, answering messages was hit and miss as well, 😢",-1
Luxor,Jaz Crown Jewel Nile Cruise Every Saturday Luxor Nights Every Wednesday Aswan Nights,Eduardo_vieira,Germany,4 nights   ,October 2022,Solo traveller,Standard Twin Cabin,Reviewed: 31 October 2022,food general breakfast lunch dinner really good nice variety food staff friendly nice boat clean,price tours explicit booking tell advance dollars p p five days trip received message saying received upgrade another cruise called steigenberger regency without description advantages price difference ignored asked alcoholic beverages inside boat expensive live music performance nice trap make order drinks bathroom small compared room,"The price for the tours was not explicit during the booking and they did not tell me in advance (200 dollars p.p.)
Five days before my trip I received a message from them saying that I received an ""upgrade"" for another cruise called ""Steigenberger Regency"", but without any description about the advantages or price difference. They just ignored me when I asked them. 
The alcoholic beverages inside the boat are very expensive. 
The ""Live music/Performance"" are not nice and just a trap to make you order drinks.
The bathroom was very small, compared to the room.",-1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Hong,United States,4 nights   ,July 2024,Group,Deluxe Double Room,Reviewed: 31 July 2024,group us come ny feel lucky find sayed trip advisor help us arrange days cruise trip pleasant experience made trip much easier along side assigned rajab magdy tour guy super friendly professional definitely recommended services coming egypt,,,-1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Rowena,Australia,3 nights   ,January 2025,Group,Deluxe Double Room,Reviewed: 6 January 2025,highly recommend book sayed great experience cruise family group rooms worry thing sayed took care boat clean comfortable friendly staff real highlight sayed organisation helped tickets guides transport drivers excellent communicator decent prices works great network people super friendly helpful,negative feedback,No Negative Feedback,1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,John,United Kingdom,4 nights   ,January 2025,Family,Deluxe Double Room,Reviewed: 5 January 2025,girlfriend thoroughly enjoyed cruise luxor aswan highlights package phenomenal setting enjoyed degree views nile swimming pool deck staff beck call cruise coordinator sayed stayed touch us day day basis regarding meeting timings tours particulars food surprisingly good tons variety daily menu rotation holiday remember john england,negative feedback,No Negative Feedback,1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Pallavi,India,3 nights   ,December 2024,Couple,Deluxe Double Room,Reviewed: 21 December 2024,clean comfortable food delicious staff efficient courteous rooms cleaned daily great,thing say bigger bottles water included price,The only thing I’d say is that bigger bottles of water should be included in the price.,-1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Lara,Jordan,3 nights   ,November 2024,Family,Deluxe Double Room,Reviewed: 7 December 2024,trip amazing everything well prepared organized timely appointment well educated guides led managed best sayed sayed ensured every little detail personally fully trust sayed guides isra mahmoud majdi ensure u great time ship crew well organized disciplined everything ensure u feel moving stars hotel,negative feedback,No Negative Feedback,1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Liudmila,United States,4 nights   ,November 2024,Family,Deluxe Double Room,Reviewed: 23 November 2024,everything excellent felt support mr sayed team everywhere starting planning trip home till airport transfer back personal guidance location know pharaohs land everything ship nice modern interiors food delicious really amazing experience sail see nature life comfortable room new views window time,negative feedback,No Negative Feedback,1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Sebastian,Australia,4 nights   ,September 2024,Couple,Deluxe Double Room,Reviewed: 14 September 2024,highly recommend book cruise sayed sayed contact person entire cruise truly exceptional greeting person day personalising tour options sayed takes genuine care contactable questions time book cruise boat people booked cruise various tour agencies double price couple became friends paid aus viator cruise aus booking com saving us aus less everyone else examples sayed customer service include providing us sim card internet access entire cruise couples providing us washing powder free charge also providing us large bottles water arrival certainly budget friendly cruise option however looking something luxurious would recommend sending sayed direct message able provide options boat direct cuts middle man tour agencies made cruise cost guests tours arranged sayed including drivers guides great highlight tour guide luxor thank much sayed organising trip,things note boat royal ruby inclusive include drinks water speaking group people dinner table rooms working toilets rooms hot water final day rooms quite small beds like places two singles pushed together comfy boat also strange odours several floors however service great buffet day extensive take away breakfasts packed days need leave early tours highly recommend add hot air balloon experience luxor amazing,"A few things to note about the boat Royal Ruby - all inclusive does not include any drinks or water. When speaking with a group of people at our dinner table 2 rooms did not have working toilets, and all 4 rooms did not have any hot water on the final day. The rooms are quite small, the beds like most places are two singles pushed together which isn’t the most comfy, and the boat also has strange odours on several floors, however the service is great. The buffet each day was extensive, and take away breakfasts are packed for days you need to leave early for tours. We highly recommend you add the hot air balloon experience in Luxor, it was amazing!",-1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Maria,United States,3 nights   ,July 2024,Family,Deluxe Double Room,Reviewed: 4 August 2024,entire experience amazing thanks mr sayed coordinated everything great ongoing communication attention detail going beyond ensure wonderful trip first time egypt nile cruise hit major spots aswan luxor excellent informative egyptologist tour guides comfortable accommodations excellent food best staff cruise aboard nile capital conferring mr sayed determine cruise ship best fit needs best quiet rooms excellent views large windows staff aboard ship wonderful accommodating truly made sure enjoyed every second ship food good variety options changing lunch dinner menus kids greatly enjoyed pool enjoyed drinks coasting along nile tour guides arrived promptly tour informative helpful also accommodating youngish kids hot tired times trouble concentrating lastly mr sayed absolutely wonderful anything wanted needed knew could reach wonderful sunset felucca ride icing cake wait return egypt much see could accomplish one trip definitely reaching mr sayed directly help arrange needs highly recommend,nothing everything exceeded expectations,Nothing - everything exceeded our expectations!,-1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Lain,Australia,4 nights   ,June 2024,Couple,Deluxe Double Room,Reviewed: 9 June 2024,amazing experience tours well organised room comfortable food great amazing experience round sayed available times made experience super enjoyable,cruise rooms could use little refurbish,The cruise rooms could use a little refurbish,-1
Luxor,Nefertari Nile Cruise Luxor Nights Every Saturday Monday Thursday Including tours,Annalize,South Africa,3 nights   ,May 2024,Couple,Deluxe Double Room,Reviewed: 30 May 2024,sayed organise everything planning every tour excellent guides drivers wow felt save enjoyed knowledge helped changing money took specific shopping even buy flu tablets needed,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Hazem,Egypt,3 nights   ,January 2024,Group,Standard Twin Cabin,Reviewed: 8 January 2024,every thing amazing staff kind helpful specially mr mark reception,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Simon,United Kingdom,3 nights   ,October 2024,Couple,Standard Twin Cabin,Reviewed: 2 November 2024,excellent every way except electrics virtually non existent wifi managed electrics data sim wifi real problems staff food drink great boast clean decent nick would book thoroughly recommend one,negative feedback,No Negative Feedback,1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Bob,Belgium,7 nights   ,July 2024,Family,Standard Twin Cabin,Reviewed: 9 July 2024,enjoyed excellent buffets great variety food truly good even better star hotels could list long list positive comments beside comfort boat friendliness staff members highlighted huge bonus book nile cruise,wifi connection always excellent quality expected free wifi minor issue,"The wifi connection was not always of excellent quality, but we hadn't expected to have free wifi at all, so this was only a minor issue.",-1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Damir,Germany,4 nights   ,June 2023,Family,Standard Twin Cabin,Reviewed: 2 June 2023,friendly staff management help anything food delicious varied tipping arranged end trip pressure every time served usually situation egypt,bit bigger sunshade umbrellas pool deck would practical especially hotter months,A bit bigger sunshade umbrellas at the pool deck would be practical especially in hotter months.,-1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Poche,United States,3 nights   ,April 2023,Group,Standard Twin Cabin,Reviewed: 11 April 2023,food good room clean sun deck nice,charging extra sightseeing difficult find dock aswan charge per person min taxi drive got taxi total nearly impossible find dock feels like left purpose pay fares transport wifi never worked also wish drinks included,"charging $200 extra for sightseeing (it was $35 on our own), very difficult to find the dock in Aswan. they charge $30 per person for a 20 min taxi drive, so we got our own taxi for $10 total, but it was nearly impossible to find the dock. it feels like it is left out on purpose so that you have to pay for their fares for transport. wifi never worked, also wish drinks were included.",-1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Steven11011,Switzerland,3 nights   ,February 2023,Couple,Standard Twin Cabin,Reviewed: 13 February 2023,staffs really friendly buffet included package overall delicious variety options choose every day sceptical whether booking going like scam everything turned well info future guests reading review booked nights starting aswan luxor tour package included fare costs tips per person guide speaks german english recommended cruise guide took us must see sights explained basic stuffs quite lot upselling tour convince us buy additional tours pushy overall would say still worth guide kept us away hassles street meal ship starts around drinks included package drinks priced fairly tips collected centrally end trip guest place tips recommended per person per night mailbox distributed entire staffs,overall ship facility needs renovation slippers included room carpet dirty outdated information widely available online ships schedule tour package docking station better communication things gain trust tourists depends room locates sound insulation could issue bring earplugs sleep better also vegan cruise,"Overall the ship and facility needs renovation. No slippers included in the room as the carpet is dirty and outdated. The information is not widely available online about the ships schedule, tour package, and it's docking station. Better communication about those things will gain more trust from the tourists. Depends on where your room locates, sound insulation could be an issue. Bring some earplugs with you to sleep better. Also, if your are vegan, this cruise is not for you.",-1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Khaled,Egypt,3 nights   ,November 2022,Solo traveller,Standard Single Cabin,Reviewed: 15 November 2022,staff friendly helpful go extra mile make stay wonderful possible food delicious lot varieties,nothing major room tv outdated,"Nothing major, just the room TV is outdated.",-1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Vanitha,South Africa,4 nights   ,August 2022,Couple,Standard Twin Cabin,Reviewed: 24 August 2022,liked cabin comfortable,expectation tip everything entertainment poor,"Expectation that you have to tip for everything
entertainment was poor",-1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Simone,Germany,7 nights   ,August 2022,Couple,Standard Twin Cabin,Reviewed: 24 August 2022,wanted see places along nile decided via cruise ship never cruise day tour booked booking com dedicated tour guide accompanied us like guests booked tour operator way private guide language visiting sights extremely nice comfortable also cruise management reception made sure knew daily plan nice room enough space daily housekeeping fantastic job liked open big windows room sit enjoy green river banks passing bathroom clean big enough remember still boat previous comments said yes happen another boat next us shortly food open buffet great quality selection different dietary options dietary options really marked always ask staff instance vegetarian enough options every meal abdul waiter kind like highlight every staff member boat super nice helpful think day itinerary days packed depends time us days fine would choose,sundeck could improved cozy like add decoration plants carpet floors room could need high performance vacuum cleaning treatment aware stay luxor aswan consecutive days change location every day aware ecological way transport generators run,"- sundeck could be improved to be more cozy (like add some decoration/plants or so)
- carpet floors in the room could need a high performance vacuum cleaning treatment 
- be aware that you stay in Luxor and Aswan for consecutive days and so don't change location every day 
- be aware it's not an ecological way of transport as generators have to run 24/7",-1
Luxor,Steigenberger Legacy Nile Cruise Every Monday Nights Luxor Every Friday Nights Aswan,Terence,United Kingdom,4 nights   ,May 2022,Group,Standard Twin Cabin,Reviewed: 28 May 2022,well appointed clean pleasantly quiet,hard find dock well luxor like breakfast buffet hours extended going early morning excursions,Hard to find dock well out of Luxor. I’d like breakfast buffet hours extended to 9am for those not going out on early morning excursions,-1
Luxor,Sofitel Winter Palace Luxor,Sanja,Montenegro,2 nights   ,January 2023,Family,Classic Twin Room with Nile View,Reviewed: 14 January 2023,hotel institution timeless classic inside majestic architecture truly inspiring interiors place stay want feel couple days live glorious past professionalism staff especially restaurant host rashedy hardly matched new fancy hotels thank worm welcome great service,negative feedback,No Negative Feedback,1
Luxor,Sofitel Winter Palace Luxor,Kathleen,United States,1 night   ,February 2025,Couple,Classic Queen Room with Nile View,Reviewed: 7 February 2025,loved everything,nothing,Nothing,1
Luxor,Sofitel Winter Palace Luxor,Dawn,United Kingdom,1 night   ,January 2025,Couple,Classic King Room with Garden View,Reviewed: 6 February 2025,lovely old property beautiful gardens pool area good choice restaurants excellent breakfast,negative feedback,No Negative Feedback,1
Luxor,Sofitel Winter Palace Luxor,Michal,Poland,2 nights   ,December 2024,Couple,Superior Twin Room with Nile View,Reviewed: 29 December 2024,old english hotel comfortable good meals beautiful garden close luxor temple sunset nile strongly recommened,negative feedback,No Negative Feedback,1
Luxor,Sofitel Winter Palace Luxor,Patirck,United States,2 nights   ,December 2024,Family,Classic Queen Room with Nile View,Reviewed: 18 December 2024,everything first class,gym,No Gym,-1
Luxor,Sofitel Winter Palace Luxor,Nicola,South Africa,2 nights   ,December 2024,Couple,Classic King Room with Garden View,Reviewed: 18 December 2024,old school charm beautiful old hotel replicated staff excellent clearly genuinely invested us wonderful stay bed extremely comfortable location nile fantastic evenings live music bar pool hard beat luxor fantastic stay,negative feedback,No Negative Feedback,1
Luxor,Sofitel Winter Palace Luxor,Kirk,United States,4 nights   ,October 2024,Couple,Luxury King Room with River View,Reviewed: 9 December 2024,review sofitel winter palace luxor egypt stay sofitel winter palace luxor nothing short extraordinary hotel converted th century winter palace exudes timeless elegance transports bygone era term palace may evoke images castles fairy tale grandeur winter palace instead magnificent example refined luxury stately grand residence steeped history charm location grounds nestled banks nile property boasts expansive grounds featuring exquisite gardens ever seen meticulously maintained gardens true highlight creating oasis tranquility heart luxor whether strolling among lush greenery relaxing inviting pool found outdoor spaces perfect complement hotel regal interiors timeless elegance sofitel winter palace retains much late th early th century character making visual delight hotel interiors filled elegant touches opulent chandeliers richly crafted furniture intimate atmospheric spaces bar dark wood leather furnishings evokes era british empire offering warm nostalgic ambiance vast salon area grand room reminiscent scene downton abbey place want linger read simply soak history nearly every corner hotel invites stop take photo capturing timeless beauty accommodations dining room overlooking nile equally charming blending classic design modern comforts sunsets river magical spent evenings front veranda enjoying drinks watching day fade away hotel features highly regarded french style restaurant formal dress code regrettably opportunity try,negative feedback,No Negative Feedback,1
Luxor,Sofitel Winter Palace Luxor,Maria,Italy,3 nights   ,November 2024,Couple,Luxury King Room with River View,Reviewed: 10 November 2024,fantastic location,nothing,Nothing,1
Luxor,Sofitel Winter Palace Luxor,Vicky,United Kingdom,5 nights   ,November 2024,Family,Luxury King Room with River View,Reviewed: 6 November 2024,great hotel fabulous location full history lovely room balcony staff kind helpful breakfast excellent much choice swimming pool area great place spend time staff helpful view rooms exceptional looking across nile hills beyond also central temples valley kings,usually write anything note travellers minibar work like hotel ever stock apparently take note used certainly realise paying final bill making assumption items used added unfortunately receptionist kindly error discovered would great hotel made obvious unfortunate end fab stay,I don’t usually write anything here but this is a note to other travellers. The minibar does not work like any other hotel we have ever been to - they do NOT stock it or apparently take note of what you have used! We certainly did not realise this until paying the final bill and making the assumption items used had been added. Unfortunately the receptionist was not too kindly when the error was discovered. It would be great if the hotel made this more obvious than it was - unfortunate end to a fab stay.,-1
Luxor,Sofitel Winter Palace Luxor,Xin,Hungary,1 night   ,October 2024,Family,Luxury King Room with River View,Reviewed: 5 November 2024,staff kind helpful hotel historic elegant also beautiful garden nile river view room fantastic,hope plugs room,I hope there are more plugs in the room.,-1
